Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,OBJECTID
Legumes,Fresh Peas,Bag,51,KES3422.00,02/01/2013 12:00:00 AM,743
Legumes,Groundnuts,Bag,110,KES10326.00,02/01/2013 12:00:00 AM,744
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3143.00,02/01/2013 12:00:00 AM,745
Roots & Tubers,White Irish Potatoes,Bag,110,KES2892.00,02/01/2013 12:00:00 AM,746
Roots & Tubers,Cassava Fresh,Bag,99,KES1685.00,02/01/2013 12:00:00 AM,747
Roots & Tubers,Sweet Potatoes,Bag,98,KES3140.00,02/01/2013 12:00:00 AM,748
Cereals,Dry Maize,Bag,90,KES2880.00,03/01/2013 12:00:00 AM,749
Cereals,Green Maize,Ext Bag,115,KES2840.00,03/01/2013 12:00:00 AM,750
Cereals,Finger Millet,Bag,90,KES5890.00,03/01/2013 12:00:00 AM,751
Cereals,Sorghum,Bag,90,KES3605.00,03/01/2013 12:00:00 AM,752
Cereals,Wheat,Bag,90,KES3911.00,03/01/2013 12:00:00 AM,753
Legumes,Beans Canadian,Bag,90,KES5475.00,03/01/2013 12:00:00 AM,754
Legumes,Beans Rosecoco,Bag,90,KES5712.00,03/01/2013 12:00:00 AM,755
Legumes,Beans Mwitemania,Bag,90,KES5241.00,03/01/2013 12:00:00 AM,756
Legumes,Mwezi Moja,Bag,90,KES5529.00,03/01/2013 12:00:00 AM,757
Legumes,Dolichos (Njahi),Bag,90,KES7473.00,03/01/2013 12:00:00 AM,758
Legumes,Green Gram,Bag,90,KES7352.00,03/01/2013 12:00:00 AM,759
Legumes,Cowpeas,Bag,90,KES6005.00,03/01/2013 12:00:00 AM,760
Legumes,Fresh Peas,Bag,51,KES2908.00,03/01/2013 12:00:00 AM,761
Legumes,Groundnuts,Bag,110,KES10938.00,03/01/2013 12:00:00 AM,762
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2987.00,03/01/2013 12:00:00 AM,763
Roots & Tubers,White Irish Potatoes,Bag,110,KES2854.00,03/01/2013 12:00:00 AM,764
Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,03/01/2013 12:00:00 AM,765
Roots & Tubers,Sweet Potatoes,Bag,98,KES2645.00,03/01/2013 12:00:00 AM,766
Cereals,Dry Maize,Bag,90,KES2837.00,04/01/2013 12:00:00 AM,767
Cereals,Green Maize,Ext Bag,115,KES3006.00,04/01/2013 12:00:00 AM,768
Cereals,Finger Millet,Bag,90,KES5929.00,04/01/2013 12:00:00 AM,769
Cereals,Sorghum,Bag,90,KES3554.00,04/01/2013 12:00:00 AM,770
Cereals,Wheat,Bag,90,KES4024.00,04/01/2013 12:00:00 AM,771
Legumes,Beans Canadian,Bag,90,KES5822.00,04/01/2013 12:00:00 AM,772
Legumes,Beans Rosecoco,Bag,90,KES6202.00,04/01/2013 12:00:00 AM,773
Legumes,Beans Mwitemania,Bag,90,KES5602.00,04/01/2013 12:00:00 AM,774
Legumes,Mwezi Moja,Bag,90,KES5774.00,04/01/2013 12:00:00 AM,775
Legumes,Dolichos (Njahi),Bag,90,KES7780.00,04/01/2013 12:00:00 AM,776
Legumes,Green Gram,Bag,90,KES7819.00,04/01/2013 12:00:00 AM,777
Legumes,Cowpeas,Bag,90,KES5352.00,04/01/2013 12:00:00 AM,778
Legumes,Fresh Peas,Bag,51,KES2852.00,04/01/2013 12:00:00 AM,779
Legumes,Groundnuts,Bag,110,KES12269.00,04/01/2013 12:00:00 AM,780
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2671.00,04/01/2013 12:00:00 AM,781
Roots & Tubers,White Irish Potatoes,Bag,110,KES2653.00,04/01/2013 12:00:00 AM,782
Roots & Tubers,Cassava Fresh,Bag,99,KES2102.00,04/01/2013 12:00:00 AM,783
Roots & Tubers,Sweet Potatoes,Bag,98,KES2728.00,04/01/2013 12:00:00 AM,784
Cereals,Dry Maize,Bag,90,KES2838.00,05/01/2013 12:00:00 AM,785
Cereals,Green Maize,Ext Bag,115,KES3847.00,05/01/2013 12:00:00 AM,786
Cereals,Finger Millet,Bag,90,KES6321.00,05/01/2013 12:00:00 AM,787
Cereals,Sorghum,Bag,90,KES3694.00,05/01/2013 12:00:00 AM,788
Cereals,Wheat,Bag,90,KES4365.00,05/01/2013 12:00:00 AM,789
Legumes,Beans Canadian,Bag,90,KES6046.00,05/01/2013 12:00:00 AM,790
Legumes,Beans Rosecoco,Bag,90,KES6108.00,05/01/2013 12:00:00 AM,791
Legumes,Beans Mwitemania,Bag,90,KES5846.00,05/01/2013 12:00:00 AM,792
Legumes,Mwezi Moja,Bag,90,KES6432.00,05/01/2013 12:00:00 AM,793
Legumes,Dolichos (Njahi),Bag,90,KES7892.00,05/01/2013 12:00:00 AM,794
Legumes,Green Gram,Bag,90,KES7514.00,05/01/2013 12:00:00 AM,795
Legumes,Cowpeas,Bag,90,KES5755.00,05/01/2013 12:00:00 AM,796
Legumes,Fresh Peas,Bag,51,KES4343.00,05/01/2013 12:00:00 AM,797
Legumes,Groundnuts,Bag,110,KES12019.00,05/01/2013 12:00:00 AM,798
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3240.00,05/01/2013 12:00:00 AM,799
Roots & Tubers,White Irish Potatoes,Bag,110,KES3065.00,05/01/2013 12:00:00 AM,800
Roots & Tubers,Cassava Fresh,Bag,99,KES2350.00,05/01/2013 12:00:00 AM,801
Roots & Tubers,Sweet Potatoes,Bag,98,KES3185.00,05/01/2013 12:00:00 AM,802
Cereals,Dry Maize,Bag,90,KES2747.00,06/01/2013 12:00:00 AM,803
Cereals,Green Maize,Ext Bag,115,KES3229.00,06/01/2013 12:00:00 AM,804
Cereals,Finger Millet,Bag,90,KES6182.00,06/01/2013 12:00:00 AM,805
Cereals,Sorghum,Bag,90,KES3507.00,06/01/2013 12:00:00 AM,806
Cereals,Wheat,Bag,90,KES4540.00,06/01/2013 12:00:00 AM,807
Legumes,Beans Canadian,Bag,90,KES5858.00,06/01/2013 12:00:00 AM,808
Legumes,Beans Rosecoco,Bag,90,KES5668.00,06/01/2013 12:00:00 AM,809
Legumes,Beans Mwitemania,Bag,90,KES5205.00,06/01/2013 12:00:00 AM,810
Legumes,Mwezi Moja,Bag,90,KES6060.00,06/01/2013 12:00:00 AM,811
Legumes,Dolichos (Njahi),Bag,90,KES7908.00,06/01/2013 12:00:00 AM,812
Legumes,Green Gram,Bag,90,KES7181.00,06/01/2013 12:00:00 AM,813
Legumes,Cowpeas,Bag,90,KES5721.00,06/01/2013 12:00:00 AM,814
Legumes,Fresh Peas,Bag,51,KES3163.00,06/01/2013 12:00:00 AM,815
Legumes,Groundnuts,Bag,110,KES12112.00,06/01/2013 12:00:00 AM,816
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3275.00,06/01/2013 12:00:00 AM,817
Roots & Tubers,White Irish Potatoes,Bag,110,KES3206.00,06/01/2013 12:00:00 AM,818
Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,06/01/2013 12:00:00 AM,819
Roots & Tubers,Sweet Potatoes,Bag,98,KES3259.00,06/01/2013 12:00:00 AM,820
Cereals,Dry Maize,Bag,90,KES2722.00,07/01/2013 12:00:00 AM,821
Cereals,Green Maize,Ext Bag,115,KES2924.00,07/01/2013 12:00:00 AM,822
Cereals,Finger Millet,Bag,90,KES5795.00,07/01/2013 12:00:00 AM,823
Cereals,Sorghum,Bag,90,KES3363.00,07/01/2013 12:00:00 AM,824
Cereals,Wheat,Bag,90,KES4293.00,07/01/2013 12:00:00 AM,825
Legumes,Beans Canadian,Bag,90,KES5459.00,07/01/2013 12:00:00 AM,826
Legumes,Beans Rosecoco,Bag,90,KES5489.00,07/01/2013 12:00:00 AM,827
Legumes,Beans Mwitemania,Bag,90,KES4997.00,07/01/2013 12:00:00 AM,828
Legumes,Mwezi Moja,Bag,90,KES5285.00,07/01/2013 12:00:00 AM,829
Legumes,Dolichos (Njahi),Bag,90,KES7576.00,07/01/2013 12:00:00 AM,830
Legumes,Green Gram,Bag,90,KES6948.00,07/01/2013 12:00:00 AM,831
Legumes,Cowpeas,Bag,90,KES5246.00,07/01/2013 12:00:00 AM,832
Legumes,Fresh Peas,Bag,51,KES2614.00,07/01/2013 12:00:00 AM,833
Legumes,Groundnuts,Bag,110,KES11216.00,07/01/2013 12:00:00 AM,834
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2940.00,07/01/2013 12:00:00 AM,835
Roots & Tubers,White Irish Potatoes,Bag,110,KES2916.00,07/01/2013 12:00:00 AM,836
Roots & Tubers,Cassava Fresh,Bag,99,KES2004.00,07/01/2013 12:00:00 AM,837
Roots & Tubers,Sweet Potatoes,Bag,98,KES2957.00,07/01/2013 12:00:00 AM,838
Cereals,Dry Maize,Bag,90,KES2703.00,08/01/2013 12:00:00 AM,839
Cereals,Green Maize,Ext Bag,115,KES2475.00,08/01/2013 12:00:00 AM,840
Cereals,Finger Millet,Bag,90,KES5767.00,08/01/2013 12:00:00 AM,841
Cereals,Sorghum,Bag,90,KES3533.00,08/01/2013 12:00:00 AM,842
Cereals,Wheat,Bag,90,KES4084.00,08/01/2013 12:00:00 AM,843
Legumes,Beans Canadian,Bag,90,KES5434.00,08/01/2013 12:00:00 AM,844
Legumes,Beans Rosecoco,Bag,90,KES5701.00,08/01/2013 12:00:00 AM,845
Legumes,Beans Mwitemania,Bag,90,KES4972.00,08/01/2013 12:00:00 AM,846
Legumes,Mwezi Moja,Bag,90,KES5086.00,08/01/2013 12:00:00 AM,847
Legumes,Dolichos (Njahi),Bag,90,KES7580.00,08/01/2013 12:00:00 AM,848
Legumes,Green Gram,Bag,90,KES6925.00,08/01/2013 12:00:00 AM,849
Legumes,Cowpeas,Bag,90,KES5026.00,08/01/2013 12:00:00 AM,850
Legumes,Fresh Peas,Bag,51,KES2539.00,08/01/2013 12:00:00 AM,851
Legumes,Groundnuts,Bag,110,KES10877.00,08/01/2013 12:00:00 AM,852
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2950.00,08/01/2013 12:00:00 AM,853
Roots & Tubers,White Irish Potatoes,Bag,110,KES2927.00,08/01/2013 12:00:00 AM,854
Roots & Tubers,Cassava Fresh,Bag,99,KES1956.00,08/01/2013 12:00:00 AM,855
Roots & Tubers,Sweet Potatoes,Bag,98,KES2604.00,08/01/2013 12:00:00 AM,856
Cereals,Dry Maize,Bag,90,KES2829.00,09/01/2013 12:00:00 AM,857
Cereals,Green Maize,Ext Bag,115,KES2630.00,09/01/2013 12:00:00 AM,858
Cereals,Finger Millet,Bag,90,KES5820.00,09/01/2013 12:00:00 AM,859
Cereals,Sorghum,Bag,90,KES3471.00,09/01/2013 12:00:00 AM,860
Cereals,Wheat,Bag,90,KES4024.00,09/01/2013 12:00:00 AM,861
Legumes,Beans Canadian,Bag,90,KES5547.00,09/01/2013 12:00:00 AM,862
Legumes,Beans Rosecoco,Bag,90,KES5973.00,09/01/2013 12:00:00 AM,863
Legumes,Beans Mwitemania,Bag,90,KES5220.00,09/01/2013 12:00:00 AM,864
Legumes,Mwezi Moja,Bag,90,KES5480.00,09/01/2013 12:00:00 AM,865
Legumes,Dolichos (Njahi),Bag,90,KES7323.00,09/01/2013 12:00:00 AM,866
Legumes,Green Gram,Bag,90,KES7160.00,09/01/2013 12:00:00 AM,867
Legumes,Cowpeas,Bag,90,KES5227.00,09/01/2013 12:00:00 AM,868
Legumes,Fresh Peas,Bag,51,KES2856.00,09/01/2013 12:00:00 AM,869
Legumes,Groundnuts,Bag,110,KES11481.00,09/01/2013 12:00:00 AM,870
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3045.00,09/01/2013 12:00:00 AM,871
Roots & Tubers,White Irish Potatoes,Bag,110,KES3014.00,09/01/2013 12:00:00 AM,872
Roots & Tubers,Cassava Fresh,Bag,99,KES2175.00,09/01/2013 12:00:00 AM,873
Roots & Tubers,Sweet Potatoes,Bag,98,KES2655.00,09/01/2013 12:00:00 AM,874
Cereals,Dry Maize,Bag,90,KES2943.00,10/01/2013 12:00:00 AM,875
Cereals,Green Maize,Ext Bag,115,KES2451.00,10/01/2013 12:00:00 AM,876
Cereals,Finger Millet,Bag,90,KES6032.00,10/01/2013 12:00:00 AM,877
Cereals,Sorghum,Bag,90,KES3629.00,10/01/2013 12:00:00 AM,878
Cereals,Wheat,Bag,90,KES3524.00,10/01/2013 12:00:00 AM,879
Legumes,Beans Canadian,Bag,90,KES5984.00,10/01/2013 12:00:00 AM,880
Legumes,Beans Rosecoco,Bag,90,KES5943.00,10/01/2013 12:00:00 AM,881
Legumes,Beans Mwitemania,Bag,90,KES5366.00,10/01/2013 12:00:00 AM,882
Legumes,Mwezi Moja,Bag,90,KES5869.00,10/01/2013 12:00:00 AM,883
Legumes,Dolichos (Njahi),Bag,90,KES7079.00,10/01/2013 12:00:00 AM,884
Legumes,Green Gram,Bag,90,KES7461.00,10/01/2013 12:00:00 AM,885
Legumes,Cowpeas,Bag,90,KES5322.00,10/01/2013 12:00:00 AM,886
Legumes,Fresh Peas,Bag,51,KES2537.00,10/01/2013 12:00:00 AM,887
Legumes,Groundnuts,Bag,110,KES11555.00,10/01/2013 12:00:00 AM,888
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3124.00,10/01/2013 12:00:00 AM,889
Roots & Tubers,White Irish Potatoes,Bag,110,KES3014.00,10/01/2013 12:00:00 AM,890
Roots & Tubers,Cassava Fresh,Bag,99,KES1896.00,10/01/2013 12:00:00 AM,891
Roots & Tubers,Sweet Potatoes,Bag,98,KES2746.00,10/01/2013 12:00:00 AM,892
Cereals,Dry Maize,Bag,90,KES3033.00,11/01/2013 12:00:00 AM,893
Cereals,Green Maize,Ext Bag,115,KES2836.00,11/01/2013 12:00:00 AM,894
Cereals,Finger Millet,Bag,90,KES6072.00,11/01/2013 12:00:00 AM,895
Cereals,Sorghum,Bag,90,KES3780.00,11/01/2013 12:00:00 AM,896
Cereals,Wheat,Bag,90,KES3697.00,11/01/2013 12:00:00 AM,897
Legumes,Beans Canadian,Bag,90,KES6225.00,11/01/2013 12:00:00 AM,898
Legumes,Beans Rosecoco,Bag,90,KES5973.00,11/01/2013 12:00:00 AM,899
Legumes,Beans Mwitemania,Bag,90,KES5374.00,11/01/2013 12:00:00 AM,900
Legumes,Mwezi Moja,Bag,90,KES5939.00,11/01/2013 12:00:00 AM,901
Legumes,Dolichos (Njahi),Bag,90,KES7127.00,11/01/2013 12:00:00 AM,902
Legumes,Green Gram,Bag,90,KES7916.00,11/01/2013 12:00:00 AM,903
Legumes,Cowpeas,Bag,90,KES5782.00,11/01/2013 12:00:00 AM,904
Legumes,Fresh Peas,Bag,51,KES2272.00,11/01/2013 12:00:00 AM,905
Legumes,Groundnuts,Bag,110,KES11877.00,11/01/2013 12:00:00 AM,906
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3326.00,11/01/2013 12:00:00 AM,907
Roots & Tubers,White Irish Potatoes,Bag,110,KES3291.00,11/01/2013 12:00:00 AM,908
Roots & Tubers,Cassava Fresh,Bag,99,KES2023.00,11/01/2013 12:00:00 AM,909
Roots & Tubers,Sweet Potatoes,Bag,98,KES2862.00,11/01/2013 12:00:00 AM,910
Cereals,Dry Maize,Bag,90,KES3037.00,12/01/2013 12:00:00 AM,911
Cereals,Green Maize,Ext Bag,115,KES3050.00,12/01/2013 12:00:00 AM,912
Cereals,Finger Millet,Bag,90,KES5823.00,12/01/2013 12:00:00 AM,913
Cereals,Sorghum,Bag,90,KES3851.00,12/01/2013 12:00:00 AM,914
Cereals,Wheat,Bag,90,KES4144.00,12/01/2013 12:00:00 AM,915
Legumes,Beans Canadian,Bag,90,KES5978.00,12/01/2013 12:00:00 AM,916
Legumes,Beans Rosecoco,Bag,90,KES5942.00,12/01/2013 12:00:00 AM,917
Legumes,Beans Mwitemania,Bag,90,KES5397.00,12/01/2013 12:00:00 AM,918
Legumes,Mwezi Moja,Bag,90,KES5813.00,12/01/2013 12:00:00 AM,919
Legumes,Dolichos (Njahi),Bag,90,KES7429.00,12/01/2013 12:00:00 AM,920
Legumes,Green Gram,Bag,90,KES7916.00,12/01/2013 12:00:00 AM,921
Legumes,Cowpeas,Bag,90,KES5702.00,12/01/2013 12:00:00 AM,922
Legumes,Fresh Peas,Bag,51,KES2762.00,12/01/2013 12:00:00 AM,923
Legumes,Groundnuts,Bag,110,KES11417.00,12/01/2013 12:00:00 AM,924
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3019.00,12/01/2013 12:00:00 AM,925
Roots & Tubers,White Irish Potatoes,Bag,110,KES2967.00,12/01/2013 12:00:00 AM,926
Roots & Tubers,Cassava Fresh,Bag,99,KES2068.00,12/01/2013 12:00:00 AM,927
Roots & Tubers,Sweet Potatoes,Bag,98,KES2777.00,12/01/2013 12:00:00 AM,928
Cereals,Dry Maize,Bag,90,KES2435.00,01/01/2015 12:00:00 AM,929
Cereals,Green Maize,Ext Bag,115,KES3237.00,01/01/2015 12:00:00 AM,930
Cereals,Finger Millet,Bag,90,KES6868.00,01/01/2015 12:00:00 AM,931
Cereals,Sorghum,Bag,90,KES3756.00,01/01/2015 12:00:00 AM,932
Cereals,Wheat,Bag,90,KES3477.00,01/01/2015 12:00:00 AM,933
Legumes,Beans Canadian,Bag,90,KES6277.00,01/01/2015 12:00:00 AM,934
Legumes,Beans Rosecoco,Bag,90,KES6111.00,01/01/2015 12:00:00 AM,935
Legumes,Beans Mwitemania,Bag,90,KES5871.00,01/01/2015 12:00:00 AM,936
Legumes,Mwezi Moja,Bag,90,KES5349.00,01/01/2015 12:00:00 AM,937
Legumes,Dolichos (Njahi),Bag,90,KES7042.00,01/01/2015 12:00:00 AM,938
Legumes,Green Gram,Bag,90,KES11143.00,01/01/2015 12:00:00 AM,939
Legumes,Cowpeas,Bag,90,KES6764.00,01/01/2015 12:00:00 AM,940
Legumes,Fresh Peas,Bag,51,KES2461.00,01/01/2015 12:00:00 AM,941
Legumes,Groundnuts,Bag,110,KES11559.00,01/01/2015 12:00:00 AM,942
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2490.00,01/01/2015 12:00:00 AM,943
Roots & Tubers,White Irish Potatoes,Bag,110,KES2515.00,01/01/2015 12:00:00 AM,944
Roots & Tubers,Cassava Fresh,Bag,99,KES1753.00,01/01/2015 12:00:00 AM,945
Roots & Tubers,Sweet Potatoes,Bag,98,KES2677.00,01/01/2015 12:00:00 AM,946
Cereals,Dry Maize,Bag,90,KES2417.00,02/01/2015 12:00:00 AM,947
Cereals,Green Maize,Ext Bag,115,KES2653.00,02/01/2015 12:00:00 AM,948
Cereals,Finger Millet,Bag,90,KES6906.00,02/01/2015 12:00:00 AM,949
Cereals,Sorghum,Bag,90,KES4202.00,02/01/2015 12:00:00 AM,950
Cereals,Wheat,Bag,90,KES3662.00,02/01/2015 12:00:00 AM,951
Legumes,Beans Canadian,Bag,90,KES6151.00,02/01/2015 12:00:00 AM,952
Legumes,Beans Rosecoco,Bag,90,KES6484.00,02/01/2015 12:00:00 AM,953
Legumes,Beans Mwitemania,Bag,90,KES6269.00,02/01/2015 12:00:00 AM,954
Legumes,Mwezi Moja,Bag,90,KES4783.00,02/01/2015 12:00:00 AM,955
Legumes,Dolichos (Njahi),Bag,90,KES8023.00,02/01/2015 12:00:00 AM,956
Legumes,Green Gram,Bag,90,KES11535.00,02/01/2015 12:00:00 AM,957
Legumes,Cowpeas,Bag,90,KES7208.00,02/01/2015 12:00:00 AM,958
Legumes,Fresh Peas,Bag,51,KES2511.00,02/01/2015 12:00:00 AM,959
Legumes,Groundnuts,Bag,110,KES11926.00,02/01/2015 12:00:00 AM,960
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2761.00,02/01/2015 12:00:00 AM,961
Roots & Tubers,White Irish Potatoes,Bag,110,KES2690.00,02/01/2015 12:00:00 AM,962
Roots & Tubers,Cassava Fresh,Bag,99,KES1893.00,02/01/2015 12:00:00 AM,963
Roots & Tubers,Sweet Potatoes,Bag,98,KES2541.00,02/01/2015 12:00:00 AM,964
Cereals,Dry Maize,Bag,90,KES2473.00,03/01/2015 12:00:00 AM,965
Cereals,Green Maize,Ext Bag,115,KES2795.00,03/01/2015 12:00:00 AM,966
Cereals,Finger Millet,Bag,90,KES6916.00,03/01/2015 12:00:00 AM,967
Cereals,Sorghum,Bag,90,KES4183.00,03/01/2015 12:00:00 AM,968
Cereals,Wheat,Bag,90,KES3739.00,03/01/2015 12:00:00 AM,969
Legumes,Beans Canadian,Bag,90,KES6525.00,03/01/2015 12:00:00 AM,970
Legumes,Beans Rosecoco,Bag,90,KES6850.00,03/01/2015 12:00:00 AM,971
Legumes,Beans Mwitemania,Bag,90,KES6321.00,03/01/2015 12:00:00 AM,972
Legumes,Mwezi Moja,Bag,90,KES5382.00,03/01/2015 12:00:00 AM,973
Legumes,Dolichos (Njahi),Bag,90,KES8228.00,03/01/2015 12:00:00 AM,974
Legumes,Green Gram,Bag,90,KES11315.00,03/01/2015 12:00:00 AM,975
Legumes,Cowpeas,Bag,90,KES7436.00,03/01/2015 12:00:00 AM,976
Legumes,Fresh Peas,Bag,51,KES3015.00,03/01/2015 12:00:00 AM,977
Legumes,Groundnuts,Bag,110,,03/01/2015 12:00:00 AM,978
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2686.00,03/01/2015 12:00:00 AM,979
Roots & Tubers,White Irish Potatoes,Bag,110,KES2556.00,03/01/2015 12:00:00 AM,980
Roots & Tubers,Cassava Fresh,Bag,99,KES1940.00,03/01/2015 12:00:00 AM,981
Roots & Tubers,Sweet Potatoes,Bag,98,KES2687.00,03/01/2015 12:00:00 AM,982
Cereals,Dry Maize,Bag,90,KES2796.00,04/01/2015 12:00:00 AM,983
Cereals,Green Maize,Ext Bag,115,KES3567.00,04/01/2015 12:00:00 AM,984
Cereals,Finger Millet,Bag,90,KES7149.00,04/01/2015 12:00:00 AM,985
Cereals,Sorghum,Bag,90,KES3816.00,04/01/2015 12:00:00 AM,986
Cereals,Wheat,Bag,90,KES3628.00,04/01/2015 12:00:00 AM,987
Legumes,Beans Canadian,Bag,90,KES7148.00,04/01/2015 12:00:00 AM,988
Legumes,Beans Rosecoco,Bag,90,KES7124.00,04/01/2015 12:00:00 AM,989
Legumes,Beans Mwitemania,Bag,90,KES6402.00,04/01/2015 12:00:00 AM,990
Legumes,Mwezi Moja,Bag,90,KES5798.00,04/01/2015 12:00:00 AM,991
Legumes,Dolichos (Njahi),Bag,90,KES9182.00,04/01/2015 12:00:00 AM,992
Legumes,Green Gram,Bag,90,KES11454.00,04/01/2015 12:00:00 AM,993
Legumes,Cowpeas,Bag,90,KES6983.00,04/01/2015 12:00:00 AM,994
Legumes,Fresh Peas,Bag,51,KES3842.00,04/01/2015 12:00:00 AM,995
Legumes,Groundnuts,Bag,110,,04/01/2015 12:00:00 AM,996
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3502.00,04/01/2015 12:00:00 AM,997
Roots & Tubers,White Irish Potatoes,Bag,110,KES3511.00,04/01/2015 12:00:00 AM,998
Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,04/01/2015 12:00:00 AM,999
Roots & Tubers,Sweet Potatoes,Bag,98,KES2819.00,04/01/2015 12:00:00 AM,1000
Cereals,Dry Maize,Bag,90,KES2925.00,05/01/2015 12:00:00 AM,1001
Cereals,Green Maize,Ext Bag,115,KES3872.00,05/01/2015 12:00:00 AM,1002
Cereals,Finger Millet,Bag,90,KES7216.00,05/01/2015 12:00:00 AM,1003
Cereals,Sorghum,Bag,90,KES3877.00,05/01/2015 12:00:00 AM,1004
Cereals,Wheat,Bag,90,KES3653.00,05/01/2015 12:00:00 AM,1005
Legumes,Beans Canadian,Bag,90,KES7453.00,05/01/2015 12:00:00 AM,1006
Legumes,Beans Rosecoco,Bag,90,KES7522.00,05/01/2015 12:00:00 AM,1007
Legumes,Beans Mwitemania,Bag,90,KES6903.00,05/01/2015 12:00:00 AM,1008
Legumes,Mwezi Moja,Bag,90,KES6426.00,05/01/2015 12:00:00 AM,1009
Legumes,Dolichos (Njahi),Bag,90,KES10486.00,05/01/2015 12:00:00 AM,1010
Legumes,Green Gram,Bag,90,KES11905.00,05/01/2015 12:00:00 AM,1011
Legumes,Cowpeas,Bag,90,KES7509.00,05/01/2015 12:00:00 AM,1012
Legumes,Fresh Peas,Bag,51,KES3924.00,05/01/2015 12:00:00 AM,1013
Legumes,Groundnuts,Bag,110,KES12802.00,05/01/2015 12:00:00 AM,1014
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3812.00,05/01/2015 12:00:00 AM,1015
Roots & Tubers,White Irish Potatoes,Bag,110,KES3935.00,05/01/2015 12:00:00 AM,1016
Roots & Tubers,Cassava Fresh,Bag,99,KES1883.00,05/01/2015 12:00:00 AM,1017
Roots & Tubers,Sweet Potatoes,Bag,98,KES2928.00,05/01/2015 12:00:00 AM,1018
Cereals,Dry Maize,Bag,90,KES2883.00,06/01/2015 12:00:00 AM,1019
Cereals,Green Maize,Ext Bag,115,KES3466.00,06/01/2015 12:00:00 AM,1020
Cereals,Finger Millet,Bag,90,KES7155.00,06/01/2015 12:00:00 AM,1021
Cereals,Sorghum,Bag,90,KES3845.00,06/01/2015 12:00:00 AM,1022
Cereals,Wheat,Bag,90,KES3747.00,06/01/2015 12:00:00 AM,1023
Legumes,Beans Canadian,Bag,90,KES7471.00,06/01/2015 12:00:00 AM,1024
Legumes,Beans Rosecoco,Bag,90,KES7186.00,06/01/2015 12:00:00 AM,1025
Legumes,Beans Mwitemania,Bag,90,KES6535.00,06/01/2015 12:00:00 AM,1026
Legumes,Mwezi Moja,Bag,90,KES7279.00,06/01/2015 12:00:00 AM,1027
Legumes,Dolichos (Njahi),Bag,90,KES9988.00,06/01/2015 12:00:00 AM,1028
Legumes,Green Gram,Bag,90,KES10722.00,06/01/2015 12:00:00 AM,1029
Legumes,Cowpeas,Bag,90,KES7315.00,06/01/2015 12:00:00 AM,1030
Legumes,Fresh Peas,Bag,51,KES3505.00,06/01/2015 12:00:00 AM,1031
Legumes,Groundnuts,Bag,110,KES12797.00,06/01/2015 12:00:00 AM,1032
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2776.00,06/01/2015 12:00:00 AM,1033
Roots & Tubers,White Irish Potatoes,Bag,110,KES2978.00,06/01/2015 12:00:00 AM,1034
Roots & Tubers,Cassava Fresh,Bag,99,KES2124.00,06/01/2015 12:00:00 AM,1035
Roots & Tubers,Sweet Potatoes,Bag,98,KES2705.00,06/01/2015 12:00:00 AM,1036
Cereals,Dry Maize,Bag,90,KES2969.00,07/01/2015 12:00:00 AM,1037
Cereals,Green Maize,Ext Bag,115,KES2860.00,07/01/2015 12:00:00 AM,1038
Cereals,Finger Millet,Bag,90,KES6883.00,07/01/2015 12:00:00 AM,1039
Cereals,Sorghum,Bag,90,KES3856.00,07/01/2015 12:00:00 AM,1040
Cereals,Wheat,Bag,90,KES3915.00,07/01/2015 12:00:00 AM,1041
Legumes,Beans Canadian,Bag,90,KES6595.00,07/01/2015 12:00:00 AM,1042
Legumes,Beans Rosecoco,Bag,90,KES6302.00,07/01/2015 12:00:00 AM,1043
Legumes,Beans Mwitemania,Bag,90,KES5685.00,07/01/2015 12:00:00 AM,1044
Legumes,Mwezi Moja,Bag,90,KES6201.00,07/01/2015 12:00:00 AM,1045
Legumes,Dolichos (Njahi),Bag,90,KES10509.00,07/01/2015 12:00:00 AM,1046
Legumes,Green Gram,Bag,90,KES10252.00,07/01/2015 12:00:00 AM,1047
Legumes,Cowpeas,Bag,90,KES6525.00,07/01/2015 12:00:00 AM,1048
Legumes,Fresh Peas,Bag,51,KES2525.00,07/01/2015 12:00:00 AM,1049
