Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,OBJECTID
Legumes,Groundnuts,Bag,110,KES13713.00,07/01/2015 12:00:00 AM,1050
Roots & Tubers,Red Irish Potatoes,Bag,110,KES1840.00,07/01/2015 12:00:00 AM,1051
Roots & Tubers,White Irish Potatoes,Bag,110,KES2002.00,07/01/2015 12:00:00 AM,1052
Roots & Tubers,Cassava Fresh,Bag,99,KES1912.00,07/01/2015 12:00:00 AM,1053
Roots & Tubers,Sweet Potatoes,Bag,98,KES2764.00,07/01/2015 12:00:00 AM,1054
Cereals,Dry Maize,Bag,90,KES2910.00,08/25/2015 12:00:00 AM,1055
Cereals,Green Maize,Ext Bag,115,KES2557.00,08/25/2015 12:00:00 AM,1056
Cereals,Finger Millet,Bag,90,KES6714.00,08/25/2015 12:00:00 AM,1057
Cereals,Sorghum,Bag,90,KES3683.00,08/25/2015 12:00:00 AM,1058
Cereals,Wheat,Bag,90,KES3674.00,08/25/2015 12:00:00 AM,1059
Legumes,Beans Canadian,Bag,90,KES6187.00,08/25/2015 12:00:00 AM,1060
Legumes,Beans Rosecoco,Bag,90,KES5850.00,08/25/2015 12:00:00 AM,1061
Legumes,Beans Mwitemania,Bag,90,KES5277.00,08/25/2015 12:00:00 AM,1062
Legumes,Mwezi Moja,Bag,90,KES5579.00,08/25/2015 12:00:00 AM,1063
Legumes,Dolichos (Njahi),Bag,90,KES10733.00,08/25/2015 12:00:00 AM,1064
Legumes,Green Gram,Bag,90,KES9354.00,08/25/2015 12:00:00 AM,1065
Legumes,Cowpeas,Bag,90,KES6291.00,08/25/2015 12:00:00 AM,1066
Legumes,Fresh Peas,Bag,51,KES2078.00,08/25/2015 12:00:00 AM,1067
Legumes,Groundnuts,Bag,110,KES12313.00,08/25/2015 12:00:00 AM,1068
Roots & Tubers,Red Irish Potatoes,Bag,110,KES1823.00,08/25/2015 12:00:00 AM,1069
Roots & Tubers,White Irish Potatoes,Bag,110,KES1915.00,08/25/2015 12:00:00 AM,1070
Roots & Tubers,Cassava Fresh,Bag,99,KES1907.00,08/25/2015 12:00:00 AM,1071
Roots & Tubers,Sweet Potatoes,Bag,98,KES2723.00,08/25/2015 12:00:00 AM,1072
Cereals,Dry Maize,Bag,90,KES2726.00,09/25/2015 12:00:00 AM,1073
Cereals,Green Maize,Ext Bag,115,KES2415.00,09/25/2015 12:00:00 AM,1074
Cereals,Finger Millet,Bag,90,KES6568.00,09/25/2015 12:00:00 AM,1075
Cereals,Sorghum,Bag,90,KES3683.00,09/25/2015 12:00:00 AM,1076
Cereals,Wheat,Bag,90,KES3493.00,09/25/2015 12:00:00 AM,1077
Legumes,Beans Canadian,Bag,90,KES5939.00,09/25/2015 12:00:00 AM,1078
Legumes,Beans Rosecoco,Bag,90,KES5794.00,09/25/2015 12:00:00 AM,1079
Legumes,Beans Mwitemania,Bag,90,KES5171.00,09/25/2015 12:00:00 AM,1080
Legumes,Mwezi Moja,Bag,90,KES5367.00,09/25/2015 12:00:00 AM,1081
Legumes,Dolichos (Njahi),Bag,90,KES10751.00,09/25/2015 12:00:00 AM,1082
Legumes,Green Gram,Bag,90,KES9266.00,09/25/2015 12:00:00 AM,1083
Legumes,Cowpeas,Bag,90,KES6203.00,09/25/2015 12:00:00 AM,1084
Legumes,Fresh Peas,Bag,51,KES2192.00,09/25/2015 12:00:00 AM,1085
Legumes,Groundnuts,Bag,110,KES12575.00,09/25/2015 12:00:00 AM,1086
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2518.00,09/25/2015 12:00:00 AM,1087
Roots & Tubers,White Irish Potatoes,Bag,110,KES2656.00,09/25/2015 12:00:00 AM,1088
Roots & Tubers,Cassava Fresh,Bag,99,KES1991.00,09/25/2015 12:00:00 AM,1089
Roots & Tubers,Sweet Potatoes,Bag,98,KES2801.00,09/25/2015 12:00:00 AM,1090
Cereals,Dry Maize,Bag,90,KES2718.00,10/25/2015 12:00:00 AM,1091
Cereals,Green Maize,Ext Bag,115,KES2490.00,10/25/2015 12:00:00 AM,1092
Cereals,Finger Millet,Bag,90,KES6598.00,10/25/2015 12:00:00 AM,1093
Cereals,Sorghum,Bag,90,KES3784.00,10/25/2015 12:00:00 AM,1094
Cereals,Wheat,Bag,90,KES3519.00,10/25/2015 12:00:00 AM,1095
Legumes,Beans Canadian,Bag,90,KES6125.00,10/25/2015 12:00:00 AM,1096
Legumes,Beans Rosecoco,Bag,90,KES6088.00,10/25/2015 12:00:00 AM,1097
Legumes,Beans Mwitemania,Bag,90,KES5603.00,10/25/2015 12:00:00 AM,1098
Legumes,Mwezi Moja,Bag,90,KES5617.00,10/25/2015 12:00:00 AM,1099
Legumes,Dolichos (Njahi),Bag,90,KES10546.00,10/25/2015 12:00:00 AM,1100
Legumes,Green Gram,Bag,90,KES9582.00,10/25/2015 12:00:00 AM,1101
Legumes,Cowpeas,Bag,90,KES6265.00,10/25/2015 12:00:00 AM,1102
Legumes,Fresh Peas,Bag,51,KES2587.00,10/25/2015 12:00:00 AM,1103
Legumes,Groundnuts,Bag,110,KES12691.00,10/25/2015 12:00:00 AM,1104
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2975.00,10/25/2015 12:00:00 AM,1105
Roots & Tubers,White Irish Potatoes,Bag,110,KES3139.00,10/25/2015 12:00:00 AM,1106
Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,10/25/2015 12:00:00 AM,1107
Roots & Tubers,Sweet Potatoes,Bag,98,KES2895.00,10/25/2015 12:00:00 AM,1108
Cereals,Dry Maize,Bag,90,KES2669.00,11/25/2015 12:00:00 AM,1109
Cereals,Green Maize,Ext Bag,115,KES2599.00,11/25/2015 12:00:00 AM,1110
Cereals,Finger Millet,Bag,90,KES6687.00,11/25/2015 12:00:00 AM,1111
Cereals,Sorghum,Bag,90,KES3671.00,11/25/2015 12:00:00 AM,1112
Cereals,Wheat,Bag,90,KES3509.00,11/25/2015 12:00:00 AM,1113
Legumes,Beans Canadian,Bag,90,KES6109.00,11/25/2015 12:00:00 AM,1114
Legumes,Beans Rosecoco,Bag,90,KES6200.00,11/25/2015 12:00:00 AM,1115
Legumes,Beans Mwitemania,Bag,90,KES5746.00,11/25/2015 12:00:00 AM,1116
Legumes,Mwezi Moja,Bag,90,KES5811.00,11/25/2015 12:00:00 AM,1117
Legumes,Dolichos (Njahi),Bag,90,KES11256.00,11/25/2015 12:00:00 AM,1118
Legumes,Green Gram,Bag,90,KES10033.00,11/25/2015 12:00:00 AM,1119
Legumes,Cowpeas,Bag,90,KES6230.00,11/25/2015 12:00:00 AM,1120
Legumes,Fresh Peas,Bag,51,KES2967.00,11/25/2015 12:00:00 AM,1121
Legumes,Groundnuts,Bag,110,KES12881.00,11/25/2015 12:00:00 AM,1122
Roots & Tubers,Red Irish Potatoes,Bag,110,KES3566.00,11/25/2015 12:00:00 AM,1123
Roots & Tubers,White Irish Potatoes,Bag,110,KES3770.00,11/25/2015 12:00:00 AM,1124
Roots & Tubers,Cassava Fresh,Bag,99,KES2101.00,11/25/2015 12:00:00 AM,1125
Roots & Tubers,Sweet Potatoes,Bag,98,KES3000.00,11/25/2015 12:00:00 AM,1126
Cereals,Dry Maize,Bag,90,KES2610.00,12/25/2015 12:00:00 AM,1127
Cereals,Green Maize,Ext Bag,115,KES2535.00,12/25/2015 12:00:00 AM,1128
Cereals,Finger Millet,Bag,90,KES6469.00,12/25/2015 12:00:00 AM,1129
Cereals,Sorghum,Bag,90,KES3776.00,12/25/2015 12:00:00 AM,1130
Cereals,Wheat,Bag,90,KES3768.00,12/25/2015 12:00:00 AM,1131
Legumes,Beans Canadian,Bag,90,KES6031.00,12/25/2015 12:00:00 AM,1132
Legumes,Beans Rosecoco,Bag,90,KES6123.00,12/25/2015 12:00:00 AM,1133
Legumes,Beans Mwitemania,Bag,90,KES5727.00,12/25/2015 12:00:00 AM,1134
Legumes,Mwezi Moja,Bag,90,KES5715.00,12/25/2015 12:00:00 AM,1135
Legumes,Dolichos (Njahi),Bag,90,KES12622.00,12/25/2015 12:00:00 AM,1136
Legumes,Green Gram,Bag,90,KES9962.00,12/25/2015 12:00:00 AM,1137
Legumes,Cowpeas,Bag,90,KES6239.00,12/25/2015 12:00:00 AM,1138
Legumes,Fresh Peas,Bag,51,KES3582.00,12/25/2015 12:00:00 AM,1139
Legumes,Groundnuts,Bag,110,KES12986.00,12/25/2015 12:00:00 AM,1140
Roots & Tubers,Red Irish Potatoes,Bag,110,KES2805.00,12/25/2015 12:00:00 AM,1141
Roots & Tubers,White Irish Potatoes,Bag,110,KES2885.00,12/25/2015 12:00:00 AM,1142
Roots & Tubers,Cassava Fresh,Bag,99,KES2097.00,12/25/2015 12:00:00 AM,1143
Roots & Tubers,Sweet Potatoes,Bag,98,KES3067.00,12/25/2015 12:00:00 AM,1144
